p1_height,p2_height,p1_growth_days,p2_growth_days,p1_leaf_shape,p2_leaf_shape,p1_flower_color,p2_flower_color,p1_climate,p2_climate,p1_resistance,p2_resistance,p1_yield,p2_yield,same_family,target_height,target_growth_days,target_leaf_shape,target_flower_color,target_climate,target_resistance,target_yield_level
35,100,80,110,0,3,0,0,2,3,1,2,1,3,0,67.5,102.6,Intermediate,White,Mediterranean,Very High,High
100,35,110,80,3,0,0,0,3,2,2,1,3,1,0,67.0,103.6,Ovate,White,Temperate,Very High,High
35,100,80,110,0,3,0,0,2,3,1,2,1,3,0,68.3,89.3,Intermediate,White,Mediterranean,Very High,High
100,35,110,80,3,0,0,0,3,2,2,1,3,1,0,67.8,97.5,Intermediate,White,Temperate,Very High,High
35,100,80,110,0,3,0,0,2,3,1,2,1,3,0,66.8,104.2,Ovate,White,Temperate,Very High,High
100,35,110,80,3,0,0,0,3,2,2,1,3,1,0,66.0,103.7,Intermediate,White,Temperate,Very High,High
35,100,80,110,0,3,0,0,2,3,1,2,1,3,0,72.4,94.0,Ovate,White,Mediterranean,Very High,High
100,35,110,80,3,0,0,0,3,2,2,1,3,1,0,70.0,99.9,Linear,White,Mediterranean,Very High,High
35,100,80,110,0,3,0,0,2,3,1,2,1,3,0,64.2,96.7,Intermediate,White,Mediterranean,Very High,High
100,35,110,80,3,0,0,0,3,2,2,1,3,1,0,69.2,93.4,Linear,White,Mediterranean,Very High,High
35,100,80,110,0,3,0,0,2,3,1,2,1,3,0,67.1,102.6,Linear,White,Temperate,Very High,High
100,35,110,80,3,0,0,0,3,2,2,1,3,1,0,65.3,89.2,Linear,White,Temperate,Very High,High
35,200,80,55,0,4,0,1,2,9,1,1,1,3,0,110.5,66.1,Intermediate,Yellow,Temperate,Moderate,High
200,35,55,80,4,0,1,0,9,2,1,1,3,1,0,118.6,64.8,Intermediate,White,Temperate,Moderate,High
35,200,80,55,0,4,0,1,2,9,1,1,1,3,0,121.2,69.9,Ovate,White,Temperate,Moderate,High
200,35,55,80,4,0,1,0,9,2,1,1,3,1,0,128.5,71.4,Palmate,White,Temperate,Moderate,High
35,200,80,55,0,4,0,1,2,9,1,1,1,3,0,114.4,65.1,Ovate,Intermediate,Temperate,Moderate,High
200,35,55,80,4,0,1,0,9,2,1,1,3,1,0,114.4,59.4,Ovate,Yellow,Temperate,Moderate,High
35,200,80,55,0,4,0,1,2,9,1,1,1,3,0,116.9,70.2,Intermediate,White,Temperate,Moderate,High
200,35,55,80,4,0,1,0,9,2,1,1,3,1,0,129.0,66.1,Ovate,Intermediate,Temperate,Moderate,High
35,200,80,55,0,4,0,1,2,9,1,1,1,3,0,126.9,71.3,Intermediate,Yellow,Tropical/Temperate,Moderate,High
200,35,55,80,4,0,1,0,9,2,1,1,3,1,0,118.9,70.6,Ovate,Yellow,Tropical/Temperate,Moderate,High
35,200,80,55,0,4,0,1,2,9,1,1,1,3,0,114.6,72.7,Palmate,Intermediate,Temperate,Moderate,High
200,35,55,80,4,0,1,0,9,2,1,1,3,1,0,122.3,68.3,Palmate,Intermediate,Tropical/Temperate,Moderate,High
35,200,80,55,0,4,0,1,2,9,1,1,1,3,0,109.4,57.1,Ovate,Intermediate,Temperate,Moderate,High
200,35,55,80,4,0,1,0,9,2,1,1,3,1,0,117.7,66.7,Palmate,Intermediate,Temperate,Moderate,High
35,200,80,55,0,4,0,1,2,9,1,1,1,3,0,121.5,63.8,Intermediate,Intermediate,Temperate,Moderate,High
200,35,55,80,4,0,1,0,9,2,1,1,3,1,0,123.7,60.4,Intermediate,Intermediate,Temperate,Moderate,High
35,150,80,75,0,4,0,1,2,4,1,1,1,3,0,98.9,71.0,Intermediate,Intermediate,Temperate,Moderate,High
150,35,75,80,4,0,1,0,4,2,1,1,3,1,0,90.8,74.0,Intermediate,White,Temperate,Moderate,High
35,150,80,75,0,4,0,1,2,4,1,1,1,3,0,90.3,67.6,Ovate,Intermediate,Arid,Moderate,High
150,35,75,80,4,0,1,0,4,2,1,1,3,1,0,90.3,74.9,Ovate,Intermediate,Arid,Moderate,High
35,150,80,75,0,4,0,1,2,4,1,1,1,3,0,95.5,82.3,Palmate,Yellow,Arid,Moderate,High
150,35,75,80,4,0,1,0,4,2,1,1,3,1,0,95.1,77.6,Intermediate,Intermediate,Arid,Moderate,High
35,150,80,75,0,4,0,1,2,4,1,1,1,3,0,93.0,85.6,Palmate,Intermediate,Arid,Moderate,High
150,35,75,80,4,0,1,0,4,2,1,1,3,1,0,89.3,76.5,Intermediate,White,Arid,Moderate,High
35,150,80,75,0,4,0,1,2,4,1,1,1,3,0,92.7,77.0,Ovate,Intermediate,Temperate,Moderate,High
150,35,75,80,4,0,1,0,4,2,1,1,3,1,0,90.8,75.5,Intermediate,White,Arid,Moderate,High
35,150,80,75,0,4,0,1,2,4,1,1,1,3,0,98.2,81.6,Ovate,Yellow,Arid,Moderate,High
150,35,75,80,4,0,1,0,4,2,1,1,3,1,0,81.5,73.4,Intermediate,Intermediate,Temperate,Moderate,High
35,150,80,75,0,4,0,1,2,4,1,1,1,3,0,93.2,84.4,Ovate,Yellow,Temperate,Moderate,High
150,35,75,80,4,0,1,0,4,2,1,1,3,1,0,85.4,79.4,Ovate,Intermediate,Arid,Moderate,High
35,150,80,75,0,4,0,1,2,4,1,1,1,3,0,97.2,83.5,Palmate,Intermediate,Temperate,Moderate,High
150,35,75,80,4,0,1,0,4,2,1,1,3,1,0,94.1,76.3,Palmate,Intermediate,Arid,Moderate,High
35,60,80,60,0,0,0,0,2,2,1,1,1,3,0,46.3,72.5,Ovate,White,Temperate,Moderate,High
60,35,60,80,0,0,0,0,2,2,1,1,3,1,0,50.4,70.0,Ovate,White,Temperate,Moderate,High
35,60,80,60,0,0,0,0,2,2,1,1,1,3,0,48.9,69.8,Ovate,White,Temperate,Moderate,High
60,35,60,80,0,0,0,0,2,2,1,1,3,1,0,44.4,68.3,Ovate,White,Temperate,Moderate,High
35,60,80,60,0,0,0,0,2,2,1,1,1,3,0,49.1,66.7,Ovate,White,Temperate,Moderate,High
60,35,60,80,0,0,0,0,2,2,1,1,3,1,0,51.2,72.3,Ovate,White,Temperate,Moderate,High
35,60,80,60,0,0,0,0,2,2,1,1,1,3,0,47.8,75.1,Ovate,White,Temperate,Moderate,High
60,35,60,80,0,0,0,0,2,2,1,1,3,1,0,45.9,76.7,Ovate,White,Temperate,Moderate,High
35,60,80,60,0,0,0,0,2,2,1,1,1,3,0,47.0,67.5,Ovate,White,Temperate,Moderate,High
60,35,60,80,0,0,0,0,2,2,1,1,3,1,0,44.7,72.0,Ovate,White,Temperate,Moderate,High
35,60,80,60,0,0,0,0,2,2,1,1,1,3,0,43.2,71.2,Ovate,White,Temperate,Moderate,High
60,35,60,80,0,0,0,0,2,2,1,1,3,1,0,48.8,69.2,Ovate,White,Temperate,Moderate,High
35,60,80,60,0,0,0,0,2,2,1,1,1,3,0,41.6,70.6,Ovate,White,Temperate,Moderate,High
60,35,60,80,0,0,0,0,2,2,1,1,3,1,0,49.5,61.8,Ovate,White,Temperate,Moderate,High
35,60,80,60,0,0,0,0,2,2,1,1,1,3,0,43.4,70.3,Ovate,White,Temperate,Moderate,High
60,35,60,80,0,0,0,0,2,2,1,1,3,1,0,46.3,65.9,Ovate,White,Temperate,Moderate,High
35,180,80,80,0,0,0,0,2,0,1,2,1,3,0,109.4,82.2,Ovate,White,Tropical,Very High,High
180,35,80,80,0,0,0,0,0,2,2,1,3,1,0,104.6,74.1,Ovate,White,Temperate,Very High,High
35,180,80,80,0,0,0,0,2,0,1,2,1,3,0,108.7,82.9,Ovate,White,Temperate,Very High,High
180,35,80,80,0,0,0,0,0,2,2,1,3,1,0,107.3,74.4,Ovate,White,Tropical,Very High,High
35,180,80,80,0,0,0,0,2,0,1,2,1,3,0,108.4,82.2,Ovate,White,Tropical,Very High,High
180,35,80,80,0,0,0,0,0,2,2,1,3,1,0,111.1,80.2,Ovate,White,Temperate,Very High,High
35,180,80,80,0,0,0,0,2,0,1,2,1,3,0,112.2,75.9,Ovate,White,Temperate,Very High,High
180,35,80,80,0,0,0,0,0,2,2,1,3,1,0,96.9,81.3,Ovate,White,Tropical,Very High,High
35,180,80,80,0,0,0,0,2,0,1,2,1,3,0,106.2,79.0,Ovate,White,Tropical,Very High,High
180,35,80,80,0,0,0,0,0,2,2,1,3,1,0,112.0,77.8,Ovate,White,Tropical,Very High,High
35,180,80,80,0,0,0,0,2,0,1,2,1,3,0,92.0,76.2,Ovate,White,Temperate,Very High,High
180,35,80,80,0,0,0,0,0,2,2,1,3,1,0,98.4,77.5,Ovate,White,Tropical,Very High,High
35,180,80,80,0,0,0,0,2,0,1,2,1,3,0,104.1,78.2,Ovate,White,Tropical,Very High,High
180,35,80,80,0,0,0,0,0,2,2,1,3,1,0,102.8,92.7,Ovate,White,Tropical,Very High,High
35,180,80,80,0,0,0,0,2,0,1,2,1,3,0,113.6,82.0,Ovate,White,Tropical,Very High,High
180,35,80,80,0,0,0,0,0,2,2,1,3,1,0,114.9,78.3,Ovate,White,Tropical,Very High,High
35,100,80,95,0,0,0,2,2,2,1,2,1,4,0,66.0,88.3,Ovate,White,Temperate,Very High,High
100,35,95,80,0,0,2,0,2,2,2,1,4,1,0,70.0,93.8,Ovate,Purple,Temperate,Very High,High
35,100,80,95,0,0,0,2,2,2,1,2,1,4,0,67.0,88.1,Ovate,Purple,Temperate,Very High,High
100,35,95,80,0,0,2,0,2,2,2,1,4,1,0,65.3,85.1,Ovate,Intermediate,Temperate,Very High,High
35,100,80,95,0,0,0,2,2,2,1,2,1,4,0,65.3,86.7,Ovate,Intermediate,Temperate,Very High,High
100,35,95,80,0,0,2,0,2,2,2,1,4,1,0,68.8,87.6,Ovate,Intermediate,Temperate,Very High,High
35,100,80,95,0,0,0,2,2,2,1,2,1,4,0,68.0,87.6,Ovate,Intermediate,Temperate,Very High,High
100,35,95,80,0,0,2,0,2,2,2,1,4,1,0,67.2,84.4,Ovate,White,Temperate,Very High,High
35,100,80,95,0,0,0,2,2,2,1,2,1,4,0,70.9,87.2,Ovate,Purple,Temperate,Very High,High
100,35,95,80,0,0,2,0,2,2,2,1,4,1,0,72.7,84.2,Ovate,Intermediate,Temperate,Very High,High
35,100,80,95,0,0,0,2,2,2,1,2,1,4,0,69.2,91.0,Ovate,Purple,Temperate,Very High,High
100,35,95,80,0,0,2,0,2,2,2,1,4,1,0,66.5,85.2,Ovate,White,Temperate,Very High,High
35,100,80,95,0,0,0,2,2,2,1,2,1,4,0,63.3,89.4,Ovate,Intermediate,Temperate,Very High,High
100,35,95,80,0,0,2,0,2,2,2,1,4,1,0,70.1,91.6,Ovate,White,Temperate,Very High,High
35,100,80,95,0,0,0,2,2,2,1,2,1,4,0,63.4,88.0,Ovate,White,Temperate,Very High,High
100,35,95,80,0,0,2,0,2,2,2,1,4,1,0,64.8,87.5,Ovate,White,Temperate,Very High,High
35,50,80,130,0,9,0,1,2,8,1,1,1,3,0,42.4,106.8,Ovate,Yellow,Temperate,Moderate,High
50,35,130,80,9,0,1,0,8,2,1,1,3,1,0,41.9,109.4,Compound,Yellow,Tropical/Subtropical,Moderate,High
35,50,80,130,0,9,0,1,2,8,1,1,1,3,0,45.1,108.8,Ovate,Yellow,Tropical/Subtropical,Moderate,High
50,35,130,80,9,0,1,0,8,2,1,1,3,1,0,43.5,102.0,Compound,Intermediate,Temperate,Moderate,High
35,50,80,130,0,9,0,1,2,8,1,1,1,3,0,41.7,103.8,Intermediate,Intermediate,Tropical/Subtropical,Moderate,High
50,35,130,80,9,0,1,0,8,2,1,1,3,1,0,43.1,109.0,Ovate,Intermediate,Temperate,Moderate,High
35,50,80,130,0,9,0,1,2,8,1,1,1,3,0,46.7,109.5,Intermediate,Intermediate,Tropical/Subtropical,Moderate,High
50,35,130,80,9,0,1,0,8,2,1,1,3,1,0,41.5,97.7,Compound,Yellow,Temperate,Moderate,High
35,50,80,130,0,9,0,1,2,8,1,1,1,3,0,39.0,107.0,Ovate,White,Tropical/Subtropical,Moderate,High
50,35,130,80,9,0,1,0,8,2,1,1,3,1,0,41.3,102.9,Compound,White,Temperate,Moderate,High
35,50,80,130,0,9,0,1,2,8,1,1,1,3,0,43.1,105.6,Intermediate,Yellow,Tropical/Subtropical,Moderate,High
50,35,130,80,9,0,1,0,8,2,1,1,3,1,0,46.3,104.8,Intermediate,Intermediate,Tropical/Subtropical,Moderate,High
35,50,80,130,0,9,0,1,2,8,1,1,1,3,0,39.2,112.6,Compound,Intermediate,Temperate,Moderate,High
50,35,130,80,9,0,1,0,8,2,1,1,3,1,0,42.4,109.0,Compound,White,Tropical/Subtropical,Moderate,High
35,50,80,130,0,9,0,1,2,8,1,1,1,3,0,41.0,106.8,Intermediate,Intermediate,Temperate,Moderate,High
50,35,130,80,9,0,1,0,8,2,1,1,3,1,0,43.4,103.7,Compound,Yellow,Temperate,Moderate,High
35,70,80,90,0,7,0,0,2,6,1,1,1,4,1,53.4,87.4,Intermediate,White,Temperate,Moderate,High
70,35,90,80,7,0,0,0,6,2,1,1,4,1,1,50.7,91.6,Ovate,White,Cool Temperate,Moderate,High
35,70,80,90,0,7,0,0,2,6,1,1,1,4,1,51.7,90.8,Intermediate,White,Cool Temperate,Moderate,High
70,35,90,80,7,0,0,0,6,2,1,1,4,1,1,54.6,91.4,Intermediate,White,Temperate,Moderate,High
35,70,80,90,0,7,0,0,2,6,1,1,1,4,1,50.1,79.5,Pinnate,White,Cool Temperate,Moderate,High
70,35,90,80,7,0,0,0,6,2,1,1,4,1,1,50.8,82.6,Ovate,White,Temperate,Moderate,High
35,70,80,90,0,7,0,0,2,6,1,1,1,4,1,54.4,90.2,Pinnate,White,Cool Temperate,Moderate,High
70,35,90,80,7,0,0,0,6,2,1,1,4,1,1,53.3,89.3,Ovate,White,Cool Temperate,Moderate,High
35,70,80,90,0,7,0,0,2,6,1,1,1,4,1,51.8,85.4,Ovate,White,Cool Temperate,Moderate,High
70,35,90,80,7,0,0,0,6,2,1,1,4,1,1,49.8,87.5,Ovate,White,Cool Temperate,Moderate,High
35,70,80,90,0,7,0,0,2,6,1,1,1,4,1,53.1,91.8,Pinnate,White,Temperate,Moderate,High
70,35,90,80,7,0,0,0,6,2,1,1,4,1,1,46.9,82.4,Intermediate,White,Cool Temperate,Moderate,High
35,70,80,90,0,7,0,0,2,6,1,1,1,4,1,52.7,87.4,Pinnate,White,Cool Temperate,Moderate,High
70,35,90,80,7,0,0,0,6,2,1,1,4,1,1,50.2,86.1,Ovate,White,Temperate,Moderate,High
35,70,80,90,0,7,0,0,2,6,1,1,1,4,1,55.8,90.6,Intermediate,White,Temperate,Moderate,High
70,35,90,80,7,0,0,0,6,2,1,1,4,1,1,53.8,81.4,Intermediate,White,Temperate,Moderate,High
35,30,80,100,0,5,0,2,2,8,1,2,1,3,0,30.1,88.0,Cordate,Purple,Tropical/Subtropical,Very High,High
30,35,100,80,5,0,2,0,8,2,2,1,3,1,0,31.8,94.4,Intermediate,Purple,Temperate,Very High,High
35,30,80,100,0,5,0,2,2,8,1,2,1,3,0,34.2,92.1,Ovate,White,Temperate,Very High,High
30,35,100,80,5,0,2,0,8,2,2,1,3,1,0,34.4,90.1,Cordate,Intermediate,Temperate,Very High,High
35,30,80,100,0,5,0,2,2,8,1,2,1,3,0,34.3,92.4,Ovate,Intermediate,Temperate,Very High,High
30,35,100,80,5,0,2,0,8,2,2,1,3,1,0,31.8,93.8,Intermediate,Intermediate,Temperate,Very High,High
35,30,80,100,0,5,0,2,2,8,1,2,1,3,0,31.2,85.5,Intermediate,White,Temperate,Very High,High
30,35,100,80,5,0,2,0,8,2,2,1,3,1,0,31.1,86.2,Intermediate,White,Tropical/Subtropical,Very High,High
35,30,80,100,0,5,0,2,2,8,1,2,1,3,0,32.9,90.6,Ovate,White,Tropical/Subtropical,Very High,High
30,35,100,80,5,0,2,0,8,2,2,1,3,1,0,29.4,87.6,Ovate,Purple,Temperate,Very High,High
35,30,80,100,0,5,0,2,2,8,1,2,1,3,0,31.6,86.5,Ovate,Purple,Temperate,Very High,High
30,35,100,80,5,0,2,0,8,2,2,1,3,1,0,32.0,84.5,Ovate,Intermediate,Temperate,Very High,High
35,30,80,100,0,5,0,2,2,8,1,2,1,3,0,34.6,91.9,Cordate,Intermediate,Temperate,Very High,High
30,35,100,80,5,0,2,0,8,2,2,1,3,1,0,32.7,86.6,Intermediate,Intermediate,Temperate,Very High,High
35,30,80,100,0,5,0,2,2,8,1,2,1,3,0,33.3,94.1,Cordate,Intermediate,Temperate,Very High,High
30,35,100,80,5,0,2,0,8,2,2,1,3,1,0,32.1,92.3,Intermediate,Intermediate,Tropical/Subtropical,Very High,High
35,300,80,270,0,4,0,0,2,0,1,3,1,4,0,180.3,165.7,Intermediate,White,Temperate,Very High,High
300,35,270,80,4,0,0,0,0,2,3,1,4,1,0,171.2,167.3,Intermediate,White,Temperate,Very High,High
35,300,80,270,0,4,0,0,2,0,1,3,1,4,0,166.2,184.9,Intermediate,White,Tropical,Very High,High
300,35,270,80,4,0,0,0,0,2,3,1,4,1,0,150.1,175.6,Intermediate,White,Temperate,Very High,High
35,300,80,270,0,4,0,0,2,0,1,3,1,4,0,155.5,165.2,Palmate,White,Tropical,Very High,High
300,35,270,80,4,0,0,0,0,2,3,1,4,1,0,167.3,171.4,Intermediate,White,Temperate,Very High,High
35,300,80,270,0,4,0,0,2,0,1,3,1,4,0,167.6,175.4,Palmate,White,Temperate,Very High,High
300,35,270,80,4,0,0,0,0,2,3,1,4,1,0,180.9,176.8,Ovate,White,Tropical,Very High,High
35,300,80,270,0,4,0,0,2,0,1,3,1,4,0,173.9,187.5,Intermediate,White,Temperate,Very High,High
300,35,270,80,4,0,0,0,0,2,3,1,4,1,0,164.0,175.8,Intermediate,White,Temperate,Very High,High
35,300,80,270,0,4,0,0,2,0,1,3,1,4,0,171.5,164.6,Ovate,White,Temperate,Very High,High
300,35,270,80,4,0,0,0,0,2,3,1,4,1,0,167.2,187.8,Intermediate,White,Tropical,Very High,High
35,300,80,270,0,4,0,0,2,0,1,3,1,4,0,172.4,175.7,Palmate,White,Temperate,Very High,High
300,35,270,80,4,0,0,0,0,2,3,1,4,1,0,164.5,195.1,Palmate,White,Tropical,Very High,High
35,300,80,270,0,4,0,0,2,0,1,3,1,4,0,168.2,165.4,Intermediate,White,Tropical,Very High,High
300,35,270,80,4,0,0,0,0,2,3,1,4,1,0,164.5,178.1,Intermediate,White,Temperate,Very High,High
35,50,80,70,0,6,0,1,2,6,1,1,1,3,0,43.2,72.2,Ovate,Intermediate,Temperate,Moderate,High
50,35,70,80,6,0,1,0,6,2,1,1,3,1,0,42.9,76.4,Oblong,Yellow,Cool Temperate,Moderate,High
35,50,80,70,0,6,0,1,2,6,1,1,1,3,0,43.9,75.4,Intermediate,Yellow,Cool Temperate,Moderate,High
50,35,70,80,6,0,1,0,6,2,1,1,3,1,0,39.8,75.1,Ovate,Yellow,Temperate,Moderate,High
35,50,80,70,0,6,0,1,2,6,1,1,1,3,0,43.3,75.7,Intermediate,Yellow,Temperate,Moderate,High
50,35,70,80,6,0,1,0,6,2,1,1,3,1,0,44.1,76.6,Oblong,Intermediate,Cool Temperate,Moderate,High
35,50,80,70,0,6,0,1,2,6,1,1,1,3,0,42.8,78.2,Ovate,White,Temperate,Moderate,High
50,35,70,80,6,0,1,0,6,2,1,1,3,1,0,40.5,73.5,Intermediate,White,Cool Temperate,Moderate,High
35,50,80,70,0,6,0,1,2,6,1,1,1,3,0,43.2,71.7,Intermediate,Yellow,Cool Temperate,Moderate,High
50,35,70,80,6,0,1,0,6,2,1,1,3,1,0,43.8,71.7,Intermediate,Intermediate,Temperate,Moderate,High
35,50,80,70,0,6,0,1,2,6,1,1,1,3,0,41.9,72.3,Intermediate,Yellow,Cool Temperate,Moderate,High
50,35,70,80,6,0,1,0,6,2,1,1,3,1,0,45.6,71.5,Intermediate,Intermediate,Cool Temperate,Moderate,High
35,50,80,70,0,6,0,1,2,6,1,1,1,3,0,38.3,75.9,Intermediate,Intermediate,Temperate,Moderate,High
50,35,70,80,6,0,1,0,6,2,1,1,3,1,0,44.1,77.6,Ovate,Intermediate,Temperate,Moderate,High
35,50,80,70,0,6,0,1,2,6,1,1,1,3,0,41.8,80.0,Intermediate,White,Temperate,Moderate,High
50,35,70,80,6,0,1,0,6,2,1,1,3,1,0,43.2,78.0,Oblong,Intermediate,Temperate,Moderate,High
35,130,80,100,0,10,0,1,2,2,1,2,1,4,0,78.6,89.8,Ovate,Intermediate,Temperate,Very High,High
130,35,100,80,10,0,1,0,2,2,2,1,4,1,0,78.9,88.3,Lobed,Yellow,Temperate,Very High,High
35,130,80,100,0,10,0,1,2,2,1,2,1,4,0,88.2,90.2,Lobed,Intermediate,Temperate,Very High,High
130,35,100,80,10,0,1,0,2,2,2,1,4,1,0,78.1,88.7,Lobed,White,Temperate,Very High,High
35,130,80,100,0,10,0,1,2,2,1,2,1,4,0,80.3,96.3,Intermediate,Intermediate,Temperate,Very High,High
130,35,100,80,10,0,1,0,2,2,2,1,4,1,0,83.7,84.5,Intermediate,Yellow,Temperate,Very High,High
35,130,80,100,0,10,0,1,2,2,1,2,1,4,0,78.5,98.0,Intermediate,Intermediate,Temperate,Very High,High
130,35,100,80,10,0,1,0,2,2,2,1,4,1,0,78.6,88.6,Intermediate,Yellow,Temperate,Very High,High
35,130,80,100,0,10,0,1,2,2,1,2,1,4,0,80.5,89.0,Intermediate,Intermediate,Temperate,Very High,High
130,35,100,80,10,0,1,0,2,2,2,1,4,1,0,81.6,89.1,Intermediate,Intermediate,Temperate,Very High,High
35,130,80,100,0,10,0,1,2,2,1,2,1,4,0,92.3,83.3,Intermediate,Intermediate,Temperate,Very High,High
130,35,100,80,10,0,1,0,2,2,2,1,4,1,0,83.7,82.6,Ovate,Intermediate,Temperate,Very High,High
35,130,80,100,0,10,0,1,2,2,1,2,1,4,0,86.4,95.8,Lobed,Intermediate,Temperate,Very High,High
130,35,100,80,10,0,1,0,2,2,2,1,4,1,0,77.7,90.2,Ovate,White,Temperate,Very High,High
35,130,80,100,0,10,0,1,2,2,1,2,1,4,0,82.9,95.1,Intermediate,White,Temperate,Very High,High
130,35,100,80,10,0,1,0,2,2,2,1,4,1,0,82.9,82.1,Intermediate,Intermediate,Temperate,Very High,High
35,150,80,150,0,4,0,0,2,1,1,1,1,3,0,94.2,118.9,Palmate,White,Subtropical,Moderate,High
150,35,150,80,4,0,0,0,1,2,1,1,3,1,0,98.3,115.5,Ovate,White,Temperate,Moderate,High
35,150,80,150,0,4,0,0,2,1,1,1,1,3,0,93.0,114.2,Ovate,White,Temperate,Moderate,High
150,35,150,80,4,0,0,0,1,2,1,1,3,1,0,94.9,111.2,Intermediate,White,Temperate,Moderate,High
35,150,80,150,0,4,0,0,2,1,1,1,1,3,0,89.2,121.7,Ovate,White,Subtropical,Moderate,High
150,35,150,80,4,0,0,0,1,2,1,1,3,1,0,95.7,116.4,Intermediate,White,Subtropical,Moderate,High
35,150,80,150,0,4,0,0,2,1,1,1,1,3,0,78.6,111.1,Intermediate,White,Temperate,Moderate,High
150,35,150,80,4,0,0,0,1,2,1,1,3,1,0,94.7,121.0,Intermediate,White,Temperate,Moderate,High
35,150,80,150,0,4,0,0,2,1,1,1,1,3,0,92.9,113.4,Ovate,White,Subtropical,Moderate,High
150,35,150,80,4,0,0,0,1,2,1,1,3,1,0,98.8,116.5,Palmate,White,Temperate,Moderate,High
35,150,80,150,0,4,0,0,2,1,1,1,1,3,0,98.4,111.9,Ovate,White,Temperate,Moderate,High
150,35,150,80,4,0,0,0,1,2,1,1,3,1,0,95.9,118.3,Intermediate,White,Subtropical,Moderate,High
35,150,80,150,0,4,0,0,2,1,1,1,1,3,0,94.2,116.5,Intermediate,White,Subtropical,Moderate,High
150,35,150,80,4,0,0,0,1,2,1,1,3,1,0,88.7,116.1,Intermediate,White,Subtropical,Moderate,High
35,150,80,150,0,4,0,0,2,1,1,1,1,3,0,98.3,121.8,Ovate,White,Temperate,Moderate,High
150,35,150,80,4,0,0,0,1,2,1,1,3,1,0,97.7,108.6,Intermediate,White,Temperate,Moderate,High
35,200,80,170,0,4,0,1,2,0,1,2,1,1,0,118.0,124.2,Intermediate,Intermediate,Temperate,Very High,Moderate
200,35,170,80,4,0,1,0,0,2,2,1,1,1,0,118.3,130.9,Palmate,Yellow,Tropical,Very High,Moderate
35,200,80,170,0,4,0,1,2,0,1,2,1,1,0,114.8,123.4,Palmate,Yellow,Temperate,Very High,Moderate
200,35,170,80,4,0,1,0,0,2,2,1,1,1,0,129.9,123.1,Ovate,Yellow,Temperate,Very High,Moderate
35,200,80,170,0,4,0,1,2,0,1,2,1,1,0,124.5,122.5,Intermediate,White,Tropical,Very High,Moderate
200,35,170,80,4,0,1,0,0,2,2,1,1,1,0,113.3,123.2,Intermediate,Intermediate,Tropical,Very High,Moderate
35,200,80,170,0,4,0,1,2,0,1,2,1,1,0,112.9,136.1,Ovate,White,Tropical,Very High,Moderate
200,35,170,80,4,0,1,0,0,2,2,1,1,1,0,122.0,126.3,Ovate,White,Temperate,Very High,Moderate
35,200,80,170,0,4,0,1,2,0,1,2,1,1,0,114.4,121.5,Palmate,White,Tropical,Very High,Moderate
200,35,170,80,4,0,1,0,0,2,2,1,1,1,0,114.7,135.1,Ovate,Intermediate,Temperate,Very High,Moderate
35,200,80,170,0,4,0,1,2,0,1,2,1,1,0,117.2,127.6,Ovate,Intermediate,Temperate,Very High,Moderate
200,35,170,80,4,0,1,0,0,2,2,1,1,1,0,113.9,118.7,Intermediate,Yellow,Tropical,Very High,Moderate
35,200,80,170,0,4,0,1,2,0,1,2,1,1,0,115.7,130.6,Intermediate,Intermediate,Temperate,Very High,Moderate
200,35,170,80,4,0,1,0,0,2,2,1,1,1,0,123.4,125.9,Ovate,White,Tropical,Very High,Moderate
35,200,80,170,0,4,0,1,2,0,1,2,1,1,0,117.9,125.2,Intermediate,Yellow,Tropical,Very High,Moderate
200,35,170,80,4,0,1,0,0,2,2,1,1,1,0,118.2,128.7,Ovate,Intermediate,Tropical,Very High,Moderate
35,180,80,90,0,2,0,3,2,8,1,1,1,3,1,113.8,84.0,Intermediate,Intermediate,Tropical/Subtropical,Moderate,High
180,35,90,80,2,0,3,0,8,2,1,1,3,1,1,116.9,86.1,Elliptical,Intermediate,Temperate,Moderate,High
35,180,80,90,0,2,0,3,2,8,1,1,1,3,1,109.9,86.1,Elliptical,Pink,Tropical/Subtropical,Moderate,High
180,35,90,80,2,0,3,0,8,2,1,1,3,1,1,102.2,89.0,Elliptical,White,Temperate,Moderate,High
35,180,80,90,0,2,0,3,2,8,1,1,1,3,1,114.4,92.5,Ovate,Intermediate,Temperate,Moderate,High
180,35,90,80,2,0,3,0,8,2,1,1,3,1,1,103.6,73.0,Intermediate,Pink,Tropical/Subtropical,Moderate,High
35,180,80,90,0,2,0,3,2,8,1,1,1,3,1,103.0,80.1,Ovate,Intermediate,Temperate,Moderate,High
180,35,90,80,2,0,3,0,8,2,1,1,3,1,1,103.4,85.2,Elliptical,White,Temperate,Moderate,High
35,180,80,90,0,2,0,3,2,8,1,1,1,3,1,106.7,87.6,Intermediate,White,Temperate,Moderate,High
180,35,90,80,2,0,3,0,8,2,1,1,3,1,1,105.7,84.9,Elliptical,Intermediate,Temperate,Moderate,High
35,180,80,90,0,2,0,3,2,8,1,1,1,3,1,103.4,88.0,Elliptical,Intermediate,Tropical/Subtropical,Moderate,High
180,35,90,80,2,0,3,0,8,2,1,1,3,1,1,110.7,91.8,Elliptical,Intermediate,Tropical/Subtropical,Moderate,High
